name,web,Gsurl,MUurl,Github,LinkedINurl,MastodonURL,Xurl,orcid
Rozenn Dahyot,https://roznn.github.io/,http://scholar.google.com/citations?user=nUbM7GYAAAAJ,https://www.maynoothuniversity.ie/faculty-science-engineering/our-people/rozenn-dahyot,https://github.com/Roznn,https://ie.linkedin.com/in/rozenn-dahyot-a0807116,https://mastodon.social/@Rdahyot,https://twitter.com/RDahyot,https://orcid.org/0000-0003-0983-3052
